index,UF,CATEGORIA,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,TOTAL,ANO,NOVA_CATEGORIA
1452,TO,Pessoa física,1.0,0.0,1.0,1.0,0.0,0.0,2.0,12.0,12.0,1.0,8.0,2.0,40.0,2017,
1453,TO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1454,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2017,
1455,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1456,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2017,
1457,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1458,AC,Pessoa física,1.0,3.0,20.0,7.0,19.0,20.0,42.0,14.0,20.0,38.0,29.0,12.0,225.0,2018,
1459,AC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1460,AC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,2018,
1461,AC,Órgão Público,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2018,
1462,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1463,AC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1464,AL,Pessoa física,20.0,41.0,42.0,43.0,37.0,17.0,33.0,50.0,39.0,31.0,33.0,31.0,417.0,2018,
1465,AL,Segurança Pública,0.0,99.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,111.0,2018,
1466,AL,Segurança Privada,0.0,0.0,3.0,20.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,35.0,2018,
1467,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1468,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,27.0,0.0,0.0,65.0,2018,
1469,AL,Outros Tipos,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2018,
1470,AM,Pessoa física,3.0,2.0,14.0,4.0,13.0,33.0,16.0,15.0,19.0,7.0,32.0,24.0,182.0,2018,
1471,AM,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1472,AM,Segurança Privada,9.0,3.0,33.0,10.0,0.0,10.0,18.0,0.0,11.0,10.0,0.0,30.0,134.0,2018,
1473,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1474,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1475,AM,Outros Tipos,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2018,
1476,AP,Pessoa física,10.0,18.0,20.0,10.0,18.0,9.0,29.0,31.0,24.0,29.0,21.0,13.0,232.0,2018,
1477,AP,Segurança Pública,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2018,
1478,AP,Segurança Privada,0.0,30.0,8.0,0.0,17.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,71.0,2018,
1479,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1480,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1481,AP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1482,BA,Pessoa física,79.0,52.0,67.0,108.0,78.0,73.0,101.0,72.0,80.0,119.0,113.0,97.0,1039.0,2018,
1483,BA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,109.0,0.0,0.0,209.0,2018,
1484,BA,Segurança Privada,70.0,286.0,127.0,65.0,16.0,40.0,4.0,12.0,35.0,62.0,51.0,18.0,786.0,2018,
1485,BA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,603.0,607.0,2018,
1486,BA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2018,
1487,BA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1488,CE,Pessoa física,59.0,44.0,120.0,39.0,41.0,34.0,48.0,24.0,26.0,82.0,90.0,90.0,697.0,2018,
1489,CE,Segurança Pública,55.0,0.0,25.0,298.0,0.0,0.0,0.0,114.0,41.0,0.0,0.0,0.0,533.0,2018,
1490,CE,Segurança Privada,8.0,45.0,0.0,176.0,0.0,77.0,14.0,25.0,12.0,118.0,68.0,7.0,550.0,2018,
1491,CE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,22.0,2018,
1492,CE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1493,CE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1494,DF,Pessoa física,36.0,29.0,95.0,83.0,82.0,82.0,87.0,97.0,74.0,59.0,33.0,64.0,821.0,2018,
1495,DF,Segurança Pública,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2018,
1496,DF,Segurança Privada,0.0,9.0,0.0,4.0,20.0,0.0,20.0,23.0,3.0,8.0,9.0,0.0,96.0,2018,
1497,DF,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1498,DF,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1499,DF,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1500,ES,Pessoa física,187.0,98.0,103.0,173.0,95.0,167.0,129.0,105.0,167.0,120.0,92.0,44.0,1480.0,2018,
1501,ES,Segurança Pública,2.0,0.0,0.0,0.0,0.0,0.0,99.0,94.0,0.0,0.0,0.0,0.0,195.0,2018,
1502,ES,Segurança Privada,10.0,5.0,0.0,0.0,0.0,5.0,16.0,5.0,3.0,2.0,0.0,2.0,48.0,2018,
1503,ES,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1504,ES,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1505,ES,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1506,GO,Pessoa física,113.0,556.0,582.0,219.0,297.0,350.0,410.0,333.0,241.0,438.0,242.0,266.0,4047.0,2018,
1507,GO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,0.0,0.0,85.0,2018,
1508,GO,Segurança Privada,20.0,14.0,12.0,32.0,13.0,13.0,44.0,112.0,95.0,34.0,36.0,2.0,427.0,2018,
1509,GO,Órgão Público,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,2018,
1510,GO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1511,GO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,2018,
1512,MA,Pessoa física,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2018,
1513,MA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1514,MA,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1515,MA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1516,MA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1517,MA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1518,MG,Pessoa física,201.0,276.0,392.0,391.0,303.0,325.0,336.0,308.0,304.0,379.0,338.0,322.0,3875.0,2018,
1519,MG,Segurança Pública,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,7.0,0.0,71.0,2018,
1520,MG,Segurança Privada,31.0,5.0,47.0,21.0,4.0,6.0,14.0,44.0,37.0,4.0,7.0,42.0,262.0,2018,
1521,MG,Órgão Público,0.0,5.0,0.0,0.0,0.0,100.0,252.0,1427.0,239.0,0.0,55.0,0.0,2078.0,2018,
1522,MG,Loja de Arma,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2018,
1523,MG,Outros Tipos,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,
1524,MS,Pessoa física,49.0,52.0,56.0,24.0,12.0,9.0,5.0,19.0,15.0,5.0,15.0,3.0,264.0,2018,
1525,MS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1526,MS,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,2018,
1527,MS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1528,MS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1529,MS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1530,MT,Pessoa física,28.0,38.0,52.0,51.0,24.0,48.0,44.0,21.0,40.0,98.0,111.0,98.0,653.0,2018,
1531,MT,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,8.0,2018,
1532,MT,Segurança Privada,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,30.0,2018,
1533,MT,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,2018,
1534,MT,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1535,MT,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1536,PA,Pessoa física,112.0,83.0,68.0,112.0,151.0,140.0,135.0,133.0,114.0,127.0,91.0,79.0,1345.0,2018,
1537,PA,Segurança Pública,499.0,0.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,2018,
1538,PA,Segurança Privada,3.0,13.0,20.0,24.0,10.0,32.0,0.0,16.0,23.0,10.0,10.0,0.0,161.0,2018,
1539,PA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1540,PA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1541,PA,Outros Tipos,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,17.0,2018,
1542,PB,Pessoa física,45.0,63.0,55.0,60.0,62.0,64.0,72.0,79.0,58.0,59.0,61.0,27.0,705.0,2018,
1543,PB,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1544,PB,Segurança Privada,31.0,0.0,0.0,26.0,3.0,0.0,0.0,4.0,0.0,4.0,34.0,0.0,102.0,2018,
1545,PB,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,682.0,2018,
1546,PB,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,30.0,2018,
1547,PB,Outros Tipos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,
1548,PE,Pessoa física,59.0,44.0,75.0,103.0,113.0,81.0,83.0,62.0,38.0,26.0,35.0,57.0,776.0,2018,
1549,PE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1550,PE,Segurança Privada,14.0,14.0,18.0,0.0,22.0,15.0,0.0,5.0,0.0,13.0,0.0,7.0,108.0,2018,
1551,PE,Órgão Público,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2018,
1552,PE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1553,PE,Outros Tipos,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2018,
1554,PI,Pessoa física,24.0,31.0,38.0,32.0,26.0,29.0,23.0,20.0,15.0,26.0,31.0,26.0,321.0,2018,
1555,PI,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1556,PI,Segurança Privada,1.0,8.0,39.0,7.0,0.0,24.0,0.0,0.0,15.0,4.0,2.0,2.0,102.0,2018,
1557,PI,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1558,PI,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1559,PI,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1560,PR,Pessoa física,454.0,334.0,338.0,334.0,368.0,315.0,257.0,322.0,273.0,436.0,401.0,145.0,3977.0,2018,
1561,PR,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,8.0,0.0,0.0,111.0,2018,
1562,PR,Segurança Privada,28.0,4.0,2.0,54.0,9.0,60.0,21.0,35.0,4.0,2.0,15.0,7.0,241.0,2018,
1563,PR,Órgão Público,0.0,20.0,16.0,10.0,12.0,14.0,25.0,0.0,24.0,53.0,66.0,0.0,240.0,2018,
1564,PR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1565,PR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1566,RJ,Pessoa física,95.0,119.0,142.0,103.0,97.0,105.0,91.0,120.0,130.0,174.0,129.0,146.0,1451.0,2018,
1567,RJ,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1568,RJ,Segurança Privada,28.0,5.0,5.0,92.0,2.0,6.0,0.0,61.0,83.0,23.0,28.0,40.0,373.0,2018,
1569,RJ,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1570,RJ,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1571,RJ,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2018,
1572,RN,Pessoa física,49.0,99.0,75.0,126.0,113.0,111.0,72.0,140.0,88.0,127.0,78.0,67.0,1145.0,2018,
1573,RN,Segurança Pública,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2018,
1574,RN,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,21.0,55.0,0.0,0.0,0.0,3.0,79.0,2018,
1575,RN,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,2018,
1576,RN,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1577,RN,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1578,RO,Pessoa física,26.0,59.0,77.0,109.0,103.0,76.0,84.0,78.0,70.0,113.0,128.0,71.0,994.0,2018,
1579,RO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1580,RO,Segurança Privada,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,
1581,RO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1582,RO,Loja de Arma,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2018,
1583,RO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1584,RR,Pessoa física,4.0,16.0,22.0,18.0,8.0,1.0,32.0,21.0,15.0,21.0,16.0,2.0,176.0,2018,
1585,RR,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1586,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1587,RR,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1588,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1589,RR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1590,RS,Pessoa física,309.0,320.0,415.0,455.0,391.0,516.0,506.0,546.0,423.0,570.0,498.0,406.0,5355.0,2018,
1591,RS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1592,RS,Segurança Privada,6.0,0.0,0.0,5.0,0.0,1.0,0.0,54.0,3.0,0.0,0.0,5.0,74.0,2018,
1593,RS,Órgão Público,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,53.0,2018,
1594,RS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2018,
1595,RS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2018,
1596,SC,Pessoa física,258.0,216.0,294.0,241.0,270.0,210.0,380.0,397.0,380.0,418.0,322.0,205.0,3591.0,2018,
1597,SC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,2018,
1598,SC,Segurança Privada,17.0,22.0,6.0,6.0,13.0,311.0,5.0,146.0,9.0,8.0,15.0,4.0,562.0,2018,
1599,SC,Órgão Público,71.0,100.0,0.0,65.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,526.0,868.0,2018,
1600,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2018,
1601,SC,Outros Tipos,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2018,
1602,SE,Pessoa física,63.0,39.0,22.0,45.0,24.0,20.0,21.0,70.0,39.0,48.0,26.0,36.0,453.0,2018,
1603,SE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1604,SE,Segurança Privada,13.0,95.0,6.0,2.0,0.0,40.0,1.0,0.0,0.0,27.0,0.0,0.0,184.0,2018,
1605,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1606,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1607,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1608,SP,Pessoa física,209.0,101.0,234.0,348.0,223.0,189.0,211.0,324.0,208.0,305.0,206.0,205.0,2763.0,2018,
1609,SP,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,2018,
1610,SP,Segurança Privada,95.0,21.0,110.0,375.0,7.0,58.0,105.0,85.0,77.0,39.0,162.0,27.0,1161.0,2018,
1611,SP,Órgão Público,383.0,75.0,125.0,0.0,6.0,52.0,120.0,34.0,101.0,82.0,45.0,44.0,1067.0,2018,
1612,SP,Loja de Arma,0.0,6.0,0.0,0.0,0.0,0.0,31.0,9.0,4.0,0.0,0.0,0.0,50.0,2018,
1613,SP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,298.0,0.0,10.0,10.0,321.0,2018,
1614,TO,Pessoa física,1.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,5.0,23.0,3.0,43.0,2018,
1615,TO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2018,
1616,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2018,
1617,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1618,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1619,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,
1620,AC,Pessoa física,3.0,25.0,21.0,6.0,25.0,20.0,45.0,43.0,41.0,69.0,66.0,71.0,435.0,2019,
1621,AC,Segurança Pública,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0,0.0,3.0,13.0,30.0,2019,
1622,AC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,15.0,2019,
1623,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1624,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1625,AC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1626,AL,Pessoa física,54.0,69.0,49.0,0.0,47.0,41.0,48.0,37.0,52.0,43.0,36.0,36.0,512.0,2019,
1627,AL,Segurança Pública,0.0,0.0,0.0,0.0,9.0,2.0,8.0,1.0,23.0,47.0,18.0,8.0,116.0,2019,
1628,AL,Segurança Privada,18.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,0.0,5.0,0.0,4.0,55.0,2019,
1629,AL,Órgão Público,0.0,0.0,0.0,0.0,157.0,148.0,0.0,190.0,30.0,0.0,0.0,24.0,549.0,2019,
1630,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1631,AL,Outros Tipos,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2019,
1632,AM,Pessoa física,17.0,32.0,0.0,0.0,21.0,5.0,11.0,26.0,13.0,17.0,78.0,59.0,279.0,2019,
1633,AM,Segurança Pública,0.0,0.0,0.0,0.0,5.0,1.0,1.0,8.0,5.0,1.0,21.0,11.0,53.0,2019,
1634,AM,Segurança Privada,32.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,2019,
1635,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1636,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1637,AM,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1638,AP,Pessoa física,12.0,31.0,32.0,12.0,20.0,20.0,18.0,27.0,13.0,25.0,19.0,16.0,245.0,2019,
1639,AP,Segurança Pública,0.0,0.0,0.0,0.0,4.0,2.0,7.0,14.0,13.0,9.0,3.0,13.0,65.0,2019,
1640,AP,Segurança Privada,15.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,13.0,2.0,0.0,43.0,2019,
1641,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,104.0,354.0,2019,
1642,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1643,AP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
1644,BA,Pessoa física,57.0,126.0,63.0,6.0,146.0,118.0,215.0,206.0,206.0,134.0,209.0,177.0,1663.0,2019,
1645,BA,Segurança Pública,40.0,0.0,0.0,2.0,20.0,16.0,27.0,32.0,27.0,24.0,49.0,39.0,276.0,2019,
1646,BA,Segurança Privada,18.0,91.0,5.0,0.0,10.0,28.0,0.0,22.0,0.0,21.0,42.0,25.0,262.0,2019,
1647,BA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,69.0,5.0,0.0,104.0,2019,
1648,BA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2019,
1649,BA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,
